tId,dataPullType,FromZone,ToZone,DataSize,TotalDuration,TriggerStepClientDuration,TriggerStepServerDuration,DataPullDuration,DataPushDuration,ComputeDuration,DataMasterPullCall,DataPeerPullCall,DataMasterPushCall
H4ttWha/i0+pmPEar5PsHw==,none,null,null,0,0,0,0,0,0,0,0,0,0
idO7YZqiwU2NFzZ4MuBTiw==,local,null,null,0,990,990,984,22,36,909,0,16,8
wlCtvpzfTU2TZAxsQR5kyQ==,local,null,null,0,924,924,921,15,34,858,0,11,7
rqpA64iUHkmfPUzBLhLw8A==,remote,edge2,cloud1,1048576,2171,2170,2086,766,721,512,84,765,84
XwwetaJsqEuinnRYFuMvPg==,none,null,null,0,0,0,0,0,0,0,0,0,0
/DLwayaxgEuoY7yjx8VTDA==,local,null,null,0,652,652,646,13,22,605,0,9,10
cWn6S9Rg1kSh5JUsc83H0Q==,local,null,null,0,827,826,805,37,28,717,0,24,19
nZBdzOWgoE6x7f6tK1yznw==,local,null,null,0,838,837,813,29,23,734,0,25,17
ddb6ZtkuUE2zYjHhkjMizQ==,local,null,null,0,862,861,859,13,24,804,0,12,3
Mxub81ylfUaIquO0TGUAIg==,remote,edge1,cloud1,1048576,1677,1676,1594,817,89,602,82,816,81
QzFVIKjrG0GfzbwaqzqbGw==,local,null,null,0,641,640,622,13,43,541,0,4,17
8FCuDHd+yUKJmsy9pEL8pw==,local,null,null,0,1291,1290,1270,31,40,1170,0,20,21
47TOUgW4h0G5HZxomzFg3w==,local,null,null,0,977,976,958,13,32,889,0,8,18
N0S1/g4pC0aZ+O6gLcQeRQ==,local,null,null,0,944,944,925,11,33,854,0,9,18
fEpK7czWK0qOelzjSDXNrw==,local,null,null,0,634,633,626,20,17,573,0,11,8
+6Rh32yqA0qDT4GF2A1/wg==,none,null,null,0,0,0,0,0,0,0,0,0,0
HkrRY3Xik0aY+CYxJkJHPQ==,local,null,null,0,509,508,508,11,14,465,0,9,1
qaFkzcSKjEa7L0s7zl1/WA==,local,null,null,0,880,880,860,16,42,766,0,14,22
FAEMY3gz0kOLVsflyqXlAQ==,local,null,null,0,795,794,774,13,51,677,0,7,18
Tr9haHDWbEywEFMHiZG3Uw==,local,null,null,0,463,463,458,8,19,413,0,5,1
WLxoR+4YC0SDIQXZSHeqcA==,remote,edge2,cloud1,1048576,1950,1949,1868,1080,111,592,82,1078,86
Xq8VxHeb9EW6by78JtVa0w==,local,null,null,0,1135,1134,1117,52,42,997,0,40,2
xwcutzhe50u6QndRT2y4/g==,local,null,null,0,1330,1330,1327,35,20,1259,0,21,2
TYsUk/lRyE+EkZQ+msxh8g==,local,null,null,0,961,961,939,10,39,865,0,7,19
RFYJxaK3jEiadn6wrWk54Q==,none,null,null,0,0,0,0,0,0,0,0,0,0
